imgnum;ephy_name;organ;reject;species;img_dir;patho
9802305dfd7ff12fa23dcf6f7cc7b911efb0a2ce;11d202ae-fa7a-4b8d-a6d4-cd5c4748da13-vers_gris_salade_68.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/9802305dfd7ff12fa23dcf6f7cc7b911efb0a2ce.jpeg;agrotis_sp
0215db8f9fc59953c2aeca9198f495ed6681a50e;138a9bf1-0d15-492a-8ce0-debe5ce3b612-vers_gris_salade_5.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/0215db8f9fc59953c2aeca9198f495ed6681a50e.jpeg;agrotis_sp
9eb3f1896c9076ced442da924904bc55b1e79a98;250b21c4-a07b-4d4c-90f7-395ba6924d26-vers_gris_salade_72.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/9eb3f1896c9076ced442da924904bc55b1e79a98.jpeg;agrotis_sp
4010507be4de3b6c0a480e162a8063807f6533c9;2d8cbe48-c8e1-4814-ad55-79ac85322ccb-vers_gris_salade_2_copie.jpg;habit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/4010507be4de3b6c0a480e162a8063807f6533c9.jpeg;agrotis_sp
032155a773ede8b0dc8636cbbb15146cd2de53d9;3a998288-3722-4666-9cf5-d8e2eb6b0c07-vers_gris_salade_28.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/032155a773ede8b0dc8636cbbb15146cd2de53d9.jpeg;agrotis_sp
851cabf0b9f6e46b48352e6426cf3e1ab175c171;3f7da644-4b86-47d2-b4e1-4eccf1568a0b-vers_gris_salade_22.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/851cabf0b9f6e46b48352e6426cf3e1ab175c171.jpeg;agrotis_sp
c1739c47d4ba1dfcf075782976a87f1eff474a84;3fc9474d-f143-460f-a473-97fbb1e282eb-vers_gris_salade_66.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/c1739c47d4ba1dfcf075782976a87f1eff474a84.jpeg;agrotis_sp
21cc1e87cbc82c2083f104931735dc5732aacb6b;4041be47-7196-4e0a-b8b3-8ca63549915a-vers_gris_salade_23_copie.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/21cc1e87cbc82c2083f104931735dc5732aacb6b.jpeg;agrotis_sp
003a7857fd4715d312ff02935058d036216c0c83;43fe3dd2-7ded-496b-b600-3c0fc4b99a2e-vers_gris_salade_52.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/003a7857fd4715d312ff02935058d036216c0c83.jpeg;agrotis_sp
9074ec582dc29e70a21024f252c67ef1ec8fdb7a;4fa59bef-b8a1-4844-8eb2-fb6c1725642e-copie_de_vers_gris_salade_26.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/9074ec582dc29e70a21024f252c67ef1ec8fdb7a.jpeg;agrotis_sp
16099fb6f59628d4c7eb3f46f4c6e23847b8f466;5801d654-a3d4-43d5-846e-087faf3cb159-vers_gris_salade_30.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/16099fb6f59628d4c7eb3f46f4c6e23847b8f466.jpeg;agrotis_sp
44c145e3cd9a15e32f71ef3aba407ba0ebed5604;64a834e2-6f33-45a1-aa74-174edf572b6d-vers_gris_salade_62.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/44c145e3cd9a15e32f71ef3aba407ba0ebed5604.jpeg;agrotis_sp
79fe583a2c5f1a889d56fe9ed4dc3443b42348c2;68526a6c-74ed-4187-a242-69843c06b69a-vers_gris_salade_4.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/79fe583a2c5f1a889d56fe9ed4dc3443b42348c2.jpeg;agrotis_sp
7272c45323f976762114c63401f6dc38bf249271;71de57bd-71d3-4796-b24d-b164a1358119-vers_gris_salade_3.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/7272c45323f976762114c63401f6dc38bf249271.jpeg;agrotis_sp
9e9d48ea80eca9fabab249a42df1cddd0613d7a7;75a341b7-e456-44f2-bd55-b03166ea35c4-vers_gris_salade_19.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/9e9d48ea80eca9fabab249a42df1cddd0613d7a7.jpeg;agrotis_sp
82dc769e851fc9b7c0b26b8fcf34b0beeb02adb2;7858dbc5-e040-4e03-bee8-6fff0207d292-vers_gris_salade_2.jpg;habit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/82dc769e851fc9b7c0b26b8fcf34b0beeb02adb2.jpeg;agrotis_sp
5261c9480a84435442433aa4ec820df6ab0bb69c;8735cbe9-ad67-4915-8750-ae345f5d514b-vers_gris_salade_32.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/5261c9480a84435442433aa4ec820df6ab0bb69c.jpeg;agrotis_sp
9b16d2f9eca821322d96e72d1061c62c6d44cf42;8c01e29c-3e4f-44e3-89b7-73ac1f41aa8b-vers_gris_salade_40.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/9b16d2f9eca821322d96e72d1061c62c6d44cf42.jpeg;agrotis_sp
36f5437374651849d866899a49d2697544fc5f74;94f13c43-2d5e-4672-88fd-965fd1f4a979-vers_gris_salade_70.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/36f5437374651849d866899a49d2697544fc5f74.jpeg;agrotis_sp
c1a524a8b7dee28a8204f9a26a59dd8adb4446f0;97209a55-8994-4010-8ae5-d242775954cc-vers_gris_salade_17.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/c1a524a8b7dee28a8204f9a26a59dd8adb4446f0.jpeg;agrotis_sp
02a062bb80ab5cdc74f86e08598fe904fdf94c36;9e659a3e-1d62-46f1-9e10-7eb0590cd844-vers_gris_salade_9.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/02a062bb80ab5cdc74f86e08598fe904fdf94c36.jpeg;agrotis_sp
c1fd0dc217f262d0c331d49be760dbc197c5dd05;a04c52e8-e72c-4824-8a8c-6181873532f5-vers_gris_salade_20.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/c1fd0dc217f262d0c331d49be760dbc197c5dd05.jpeg;agrotis_sp
e9d38c674a84b65d1fa850d32faa555b78abdf37;a4ee3e75-1cc7-4359-8cc3-f65aef629375-vers_gris_salade.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/e9d38c674a84b65d1fa850d32faa555b78abdf37.jpeg;agrotis_sp
ae7b22bf67b5a99f62def8cc6bc42a76ba87c73a;a708cf93-dd6d-4f30-bb1d-527310ba4680-vers_gris_salade_12.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/ae7b22bf67b5a99f62def8cc6bc42a76ba87c73a.jpeg;agrotis_sp
97578607eb7b8a2343b591b52345b4451213bdcf;a998d75a-255f-466d-b0db-e2df41eff574-vers_gris_salade_1.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/97578607eb7b8a2343b591b52345b4451213bdcf.jpeg;agrotis_sp
0504eaab5abda300cd3c1b9f446316fe6b239f17;abd2590b-d72f-4553-8024-40bdab2718de-vers_gris_salade_7.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/0504eaab5abda300cd3c1b9f446316fe6b239f17.jpeg;agrotis_sp
c00f5cf29628b033ddfcbb6741a24f13f3cd159d;ac754c58-8ff1-49cd-a6af-19f7d2bde4e2-vers_gris_salade_48.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/c00f5cf29628b033ddfcbb6741a24f13f3cd159d.jpeg;agrotis_sp
9e680689ac4e25fbff0c0227e9a0b0e68b5a8af1;c1d73301-2cf2-43f4-9296-bd150cc65d28-vers_gris_salade_14.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/9e680689ac4e25fbff0c0227e9a0b0e68b5a8af1.jpeg;agrotis_sp
5dd01deabb6a21deb5fc626987d2da6ab62b94ed;c4fa2cdf-f1ef-433b-90e9-d9a22da552c0-vers_gris_salade_26.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/5dd01deabb6a21deb5fc626987d2da6ab62b94ed.jpeg;agrotis_sp
00cd71b405b261dced862a777c747b624be38d0d;c9aee78d-9a61-45fe-b45b-4191c3f551ab-vers_gris_salade_74.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/00cd71b405b261dced862a777c747b624be38d0d.jpeg;agrotis_sp
d91f852b83eeca411e3c02606e1254abb5ba5487;d1ec488d-2ba4-4be1-b7f7-272407153f86-vers_gris_salade_76.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/d91f852b83eeca411e3c02606e1254abb5ba5487.jpeg;agrotis_sp
0597c034ccff63cbd36191be06f686f13d06228a;d24c7a2b-fc0c-4c33-91d9-1bc0850520b6-vers_gris_salade_42.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/0597c034ccff63cbd36191be06f686f13d06228a.jpeg;agrotis_sp
f643e94c66b23f29f106ab9b93c2cb5b570ce52d;d2592449-f0db-4e6f-8915-583d7f9b0f96-vers_gris_salade_54.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/f643e94c66b23f29f106ab9b93c2cb5b570ce52d.jpeg;agrotis_sp
2ccd088b759174ba58e791265fbb79cbb1da2740;d42f4842-6297-40fa-95a8-c63e6b86a5c3-vers_gris_salade_80.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/2ccd088b759174ba58e791265fbb79cbb1da2740.jpeg;agrotis_sp
404aca638d988c4073666fe8e6ca20dbe4f08701;d824713b-f4a7-42a1-97f5-8b6a56016afe-vers_gris_salade_36.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/404aca638d988c4073666fe8e6ca20dbe4f08701.jpeg;agrotis_sp
ec014220a269628913749dc5ad508d626b27f932;d9e7f0cc-1834-4110-96e7-ceee11218acb-vers_gris_salade_46.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/ec014220a269628913749dc5ad508d626b27f932.jpeg;agrotis_sp
da32627ddd65a7086e5d80d7acb8cd4febba0448;da8b0a89-dc51-400e-a5a7-627753d7287f-vers_gris_salade_8.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/da32627ddd65a7086e5d80d7acb8cd4febba0448.jpeg;agrotis_sp
6e47e98d588283386354213e5a7785a415a7d887;dfa7fea8-a977-4cf2-a642-f035179fbe57-vers_gris_salade_38.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/6e47e98d588283386354213e5a7785a415a7d887.jpeg;agrotis_sp
a96288959c6bdbfe8cbad10fbc50a5697568df94;e1a4b105-5d51-4787-86af-69de19c09c2a-vers_gris_salade_21.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/a96288959c6bdbfe8cbad10fbc50a5697568df94.jpeg;agrotis_sp
3cd333c1f89f85f029a256edcd65fdf84d39d358;e1d9265a-09ab-4be0-b5a6-f45a422991a2-vers_gris_salade_50.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/3cd333c1f89f85f029a256edcd65fdf84d39d358.jpeg;agrotis_sp
12e416fbfabe9ed4dd497e96de2f54bc3da42677;e580b38c-351b-43e2-8026-5189dd447c92-vers_gris_salade_13.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/12e416fbfabe9ed4dd497e96de2f54bc3da42677.jpeg;agrotis_sp
7e4e5a09dc1cfa81109946364a9f12fb6a521a35;e768b9e9-8d24-4ea0-84b8-7c84cbf7cb93-vers_gris_salade_78.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/7e4e5a09dc1cfa81109946364a9f12fb6a521a35.jpeg;agrotis_sp
0f817b354c4c8b85a177fd4fbd59ca1a517a4dcb;e7a23ecd-81fd-40b5-b484-2e5c419491e3-vers_gris_salade_6.jpg;bark;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/0f817b354c4c8b85a177fd4fbd59ca1a517a4dcb.jpeg;agrotis_sp
60e47628c351996923e498c353d6fa1ec7d61271;e9bb6625-b660-4a60-b2cc-6285451de565-vers_gris_salade_16.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/60e47628c351996923e498c353d6fa1ec7d61271.jpeg;agrotis_sp
d09f0fc8623259d6a29361c33e2d06d567fb46a1;ed9d085a-53cc-4738-ae94-c8c7a558639a-vers_gris_salade_23.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/d09f0fc8623259d6a29361c33e2d06d567fb46a1.jpeg;agrotis_sp
3eabf8e87c8579ab2f9ebe16d6a9b93637c01eec;f44d941a-4e5c-41d7-bdf9-4c0824a3752a-vers_gris_salade_44.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/3eabf8e87c8579ab2f9ebe16d6a9b93637c01eec.jpeg;agrotis_sp
022f775539cbf47db2b759241430a923d6848f57;f99234cb-32e7-49d7-b24e-6c348c859251-vers_gris_salade_11.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/022f775539cbf47db2b759241430a923d6848f57.jpeg;agrotis_sp
2ea59136730a69bab47deb111a6e56e4e38c0a78;fa35d832-3b65-48fe-ad32-284bd19e0bdf-vers_gris_salade_18.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/agrotis_sp/2ea59136730a69bab47deb111a6e56e4e38c0a78.jpeg;agrotis_sp
bf2a6f390d747e8fc2486f10011c3dc33d54e869;6d8e6ce3-56dd-419b-ad94-1e8f21f8f666-alternariacichorii_salade3.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/alternaria_cichorii/bf2a6f390d747e8fc2486f10011c3dc33d54e869.jpeg;alternaria_cichorii
284347337f67100366bcc94205dcb5db4423d617;909fe816-ffee-4140-8888-98ea1c23936c-alternariacichorii_salade.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/alternaria_cichorii/284347337f67100366bcc94205dcb5db4423d617.jpeg;alternaria_cichorii
fd7c8e905b8f222c0f341455f0a1518e6b33a999;ef9e56fa-778f-492a-ba46-733d6d213d4e-alternariacichorii_salade2.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/alternaria_cichorii/fd7c8e905b8f222c0f341455f0a1518e6b33a999.jpeg;alternaria_cichorii
804e69335a78ca2e0587375960b17ac5bbc2cb69;6a82b313-bf2a-4bb6-b841-b602775eb904-alternaria_cichorii2.jpg;anatomy;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/alternaria_cichorii/804e69335a78ca2e0587375960b17ac5bbc2cb69.jpeg;alternaria_cichorii
d98dd701d5be62b058ec40d8d894e7d1a10aca59;ed66445c-0dc7-4c26-96a1-55b75cf0df51-alternaria_cichorii.jpg;anatomy;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/alternaria_cichorii/d98dd701d5be62b058ec40d8d894e7d1a10aca59.jpeg;alternaria_cichorii
a819777734ae13dfeab24c4970942972e9060568;11ffb0a8-c60c-47d6-bba9-f00da43f7b55-alternaria_cichorii3.jpg;anatomy;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/alternaria_cichorii/a819777734ae13dfeab24c4970942972e9060568.jpeg;alternaria_cichorii
10d99e567575e88f9f6174596b306610d0b1adab;199333c4-db6d-49ee-9fcd-107270208b7a-pucerons_salade_9.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/10d99e567575e88f9f6174596b306610d0b1adab.jpeg;aphis_spp
c4d65fd988d73039bdd06f25370e874b65aea1bb;22bd66eb-bfb4-4e36-9cec-95fcf1323ffe-pucerons_salade_8.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/c4d65fd988d73039bdd06f25370e874b65aea1bb.jpeg;aphis_spp
f9564acc1bc9208aff506faff8cbdeda3733eb77;2b55b720-6b05-4461-ab09-ba2abe5ac79c-pucerons_salade_2.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/f9564acc1bc9208aff506faff8cbdeda3733eb77.jpeg;aphis_spp
cbf9697db158bb98704fbd1b2af58a78d8fc9ceb;50ae158b-c108-4ad3-be33-92c3154a21d5-pucerons_salade_5.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/cbf9697db158bb98704fbd1b2af58a78d8fc9ceb.jpeg;aphis_spp
c0b55d9639d0c617d3f4dcd48b64c39cd55e681e;5efcdc70-8a2e-4b14-a411-44b85b3649bf-pucerons_salade_12.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/c0b55d9639d0c617d3f4dcd48b64c39cd55e681e.jpeg;aphis_spp
936f82cf78f360ca02cae404aedfc87356718eb9;7c677706-43d8-4bd4-b41e-85c08b91a673-pucerons_salade_3.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/936f82cf78f360ca02cae404aedfc87356718eb9.jpeg;aphis_spp
331f98daf471adf2dfc50e542c405914515b5677;8105f6e2-5a3a-40f3-9f44-0a935b8e0ddd-pucerons_salade_11.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/331f98daf471adf2dfc50e542c405914515b5677.jpeg;aphis_spp
5fd7f9f8669597b11af6b2c62ed4a18c5cfbc3da;83b22d41-d6c5-4f7e-a42e-82124d3a2b79-pucerons_salade_4.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/5fd7f9f8669597b11af6b2c62ed4a18c5cfbc3da.jpeg;aphis_spp
aa83704c1162a75c465dd10b92cc2539f51894f7;a66d230b-9f65-4af4-bfec-dd86676a3117-pucerons_salade.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/aa83704c1162a75c465dd10b92cc2539f51894f7.jpeg;aphis_spp
e8e30524bd16c3b54ed194b1f1a181f69e952743;b5f337bf-6962-4e56-baa8-df0784f064a4-pucerons_salade_1.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/e8e30524bd16c3b54ed194b1f1a181f69e952743.jpeg;aphis_spp
22cfa7dbf85e3415dd1a06abcd2ab77a2c2761d0;cdfbd368-d177-46eb-a607-b2bb7d5d9a61-pucerons_salade_14.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/22cfa7dbf85e3415dd1a06abcd2ab77a2c2761d0.jpeg;aphis_spp
4c5f7ae81fc1e84c0e9270fb3fcca69703a9b576;dce43f5c-3b75-419f-ad88-4db339261dc8-pucerons_salade_10.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/4c5f7ae81fc1e84c0e9270fb3fcca69703a9b576.jpeg;aphis_spp
55ea29b313ce2d620efedbaa838dc9228a8b9fdf;ecbbd90b-6287-456e-aa74-5387f60b12b2-pucerons_salade_6.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/55ea29b313ce2d620efedbaa838dc9228a8b9fdf.jpeg;aphis_spp
f5b35021331eaa8ccb1e1f552454924eee574dad;f8a7754f-2533-4aed-b471-258dba97611e-pucerons_salade_13.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/f5b35021331eaa8ccb1e1f552454924eee574dad.jpeg;aphis_spp
0f1f64521f077fa58a8267e25a5ed69b86fdeacd;ff5e4023-0c7d-4f03-afdd-56aab5e05fa9-pucerons_salade_7.jpg;fruit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/aphis_spp/0f1f64521f077fa58a8267e25a5ed69b86fdeacd.jpeg;aphis_spp
dac6be6bf511241240ff128454b1969ef70b3fc2;6d36949c-54e8-4b02-9639-5f1688f9e33f-asphixie_2.jpg;habit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/asphyxie_racinaire/dac6be6bf511241240ff128454b1969ef70b3fc2.jpeg;asphyxie_racinaire
56663320c095584bc9dc04d062a41a75022c0337;7c54915f-9143-402c-8416-d40c15cb6645-asphixie_3.jpg;habit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/asphyxie_racinaire/56663320c095584bc9dc04d062a41a75022c0337.jpeg;asphyxie_racinaire
3d9eb0f5acb3dc0c09967146480bf07dce213ede;84436165-cce2-46da-a348-761c3411450a-asphixie_1.jpg;habit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/asphyxie_racinaire/3d9eb0f5acb3dc0c09967146480bf07dce213ede.jpeg;asphyxie_racinaire
b1b9c6b15d33913ebf36c6c6594e78ef8ace0609;ca58f19b-0ec2-47fb-a300-c3bb57f7530b-asphixie.jpg;habit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/asphyxie_racinaire/b1b9c6b15d33913ebf36c6c6594e78ef8ace0609.jpeg;asphyxie_racinaire
2ccc37c2c919503a02e9c2df337603f289513bb8;e8df12f2-e509-4613-9a63-bf9098e7f4f3-asphixie_4.jpg;habit;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/asphyxie_racinaire/2ccc37c2c919503a02e9c2df337603f289513bb8.jpeg;asphyxie_racinaire
cf9682ee5243d9bbb87c1b753c066cde7204dcd5;00c2ccad-8187-42af-9409-71d975f537a7-b_cinerea_salade_92.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/botrytis_cinerea/cf9682ee5243d9bbb87c1b753c066cde7204dcd5.jpeg;botrytis_cinerea
9249bb615bfdde2b94681f3e992d0f85e06eb65b;01636a7c-61f7-42aa-b0bb-d88846296758-b_cinerea_salade_109.jpg;flower;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/botrytis_cinerea/9249bb615bfdde2b94681f3e992d0f85e06eb65b.jpeg;botrytis_cinerea
1ab555e51e9ced8866963f14ac9c25415a4233be;02afc527-f7b3-4fb7-a734-10714e13443b-b_cinerea_salade_83.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/botrytis_cinerea/1ab555e51e9ced8866963f14ac9c25415a4233be.jpeg;botrytis_cinerea
b6d0705adc154109aa83c22cbefc7b65648c3aca;04dd80c5-639a-4cfe-aec8-272e85251f7f-botrytis_salade00002.jpg;leaf;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/botrytis_cinerea/b6d0705adc154109aa83c22cbefc7b65648c3aca.jpeg;botrytis_cinerea
6bea9c3284ce5f07ca54fb82d87c0da063ddc803;050c53f9-441f-491e-8f08-39cb5d39a396-b_cinerea_salade_110.jpg;flower;False;Lactuca sativa L;../data/PN_data/m/Images/Lactuca sativa L/botrytis_cinerea/6bea9c3284ce5f07ca54fb82d87c0da063ddc803.jpeg;botrytis_cinerea
